day,store_type,channel,campaign_network,installs,cost,all_revenue_total_d0,all_revenue_total_d3,all_revenue_total_d7,all_revenue_total_d14,all_revenue_total_d30,all_revenue_total_d60,all_revenue_total_d90,all_revenue_total_d120,all_revenue_total_m6,retention_rate_d1,retention_rate_d3,retention_rate_d14,retention_rate_d30,retention_rate_d60,retention_rate_d90,retention_rate_d120,retention_rate_m6,ecpi_all
2025-06-15,app_store,Organic,unknown,508,0.0,38.2808,95.7492,121.7587,135.6139,158.937,174.1836,190.3822,208.4446,308.924,0.189,0.1319,0.0512,0.0433,0.0256,0.0217,0.0197,0.0512,0.0
2025-06-28,app_store,Organic,unknown,507,0.0,46.1147,88.3665,105.1738,122.7932,235.8988,402.2699,544.4042,608.5098,697.9298,0.215,0.1499,0.0631,0.0454,0.0296,0.0099,0.0118,0.0552,0.0
2026-01-31,app_store,Organic,unknown,505,0.0,49.377,94.65,185.026,306.2981,791.1968,1097.9354,0.0,0.0,0.0,0.2416,0.1446,0.0653,0.0396,0.0238,0.0,0.0,0.0,0.0
2026-03-29,app_store,Organic,unknown,505,0.0,44.9042,108.145,134.408,173.5907,0.0,0.0,0.0,0.0,0.0,0.2297,0.1465,0.0752,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,app_store,Organic,unknown,502,0.0,62.9672,137.3569,187.6192,199.4297,223.6823,0.0,0.0,0.0,0.0,0.2689,0.1355,0.0657,0.0319,0.0,0.0,0.0,0.0,0.0
2025-01-01,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,499,168.077,16.4183,50.0412,83.3311,100.8314,141.2245,151.0424,169.0876,202.5805,249.1342,0.2345,0.1904,0.0882,0.0561,0.0341,0.022,0.02,0.0461,0.3368
2025-12-23,app_store,Organic,unknown,494,0.0,30.0524,46.4839,57.6568,67.7095,85.7143,108.8574,129.6565,0.0,0.0,0.249,0.1255,0.0445,0.0344,0.0162,0.0101,0.0,0.0,0.0
2025-06-30,app_store,Organic,unknown,492,0.0,39.3613,90.7797,128.9137,149.6369,168.1788,182.0175,224.5108,245.1536,296.7767,0.2256,0.1382,0.0549,0.0305,0.0122,0.0122,0.002,0.0285,0.0
2025-01-19,app_store,Organic,unknown,490,0.0,38.0567,61.6268,78.9312,90.2857,105.2694,119.3841,142.6429,148.9518,164.4686,0.2531,0.1714,0.0653,0.0408,0.0184,0.0122,0.0102,0.0327,0.0
2026-01-30,app_store,Organic,unknown,489,0.0,125.9489,262.8108,304.7198,373.7164,511.7776,727.2174,0.0,0.0,0.0,0.2106,0.1656,0.0654,0.0511,0.0348,0.0,0.0,0.0,0.0
2025-01-07,app_store,Organic,unknown,488,0.0,37.0984,78.9699,98.233,121.749,162.4742,224.237,275.8621,283.9332,297.6893,0.3525,0.209,0.0881,0.0594,0.0307,0.0164,0.0225,0.0389,0.0
2025-07-19,app_store,Organic,unknown,487,0.0,35.9236,127.5666,162.6861,224.3766,391.4494,691.346,734.2034,751.5164,781.5242,0.2238,0.1253,0.0513,0.0411,0.0144,0.0123,0.0103,0.0411,0.0
2025-04-20,app_store,Organic,unknown,485,0.0,45.5426,90.8773,139.437,154.9101,188.9557,216.839,231.0458,237.5708,281.5729,0.2144,0.167,0.0742,0.033,0.0206,0.0165,0.0082,0.0474,0.0
2026-01-08,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,485,40.3971,3.2475,4.426,5.3299,6.0081,7.1706,7.6717,7.9691,0.0,0.0,0.1814,0.0969,0.0351,0.0247,0.0062,0.0062,0.0,0.0,0.0833
2026-01-12,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,485,33.1965,1.9911,6.781,7.4162,8.295,9.224,10.3208,10.5904,0.0,0.0,0.1546,0.0763,0.033,0.0144,0.0082,0.0,0.0,0.0,0.0684
2025-01-11,app_store,Organic,unknown,484,0.0,56.6988,93.6742,135.6647,207.1212,305.7182,380.0436,436.3383,477.8228,575.6029,0.2893,0.1839,0.1012,0.0702,0.0455,0.0351,0.0227,0.0826,0.0
2026-03-23,app_store,Organic,unknown,482,0.0,40.6574,65.9158,78.8877,96.6122,0.0,0.0,0.0,0.0,0.0,0.2863,0.168,0.0685,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-08,app_store,Organic,unknown,481,0.0,43.3109,111.3862,177.916,215.7116,263.3864,322.1264,0.0,0.0,0.0,0.2245,0.1933,0.0873,0.0561,0.0333,0.0,0.0,0.0,0.0
2026-03-21,app_store,Organic,unknown,480,0.0,22.8941,78.4549,114.1622,151.1094,156.2754,0.0,0.0,0.0,0.0,0.2333,0.1375,0.0646,0.0201,0.0,0.0,0.0,0.0,0.0
2025-12-21,app_store,Organic,unknown,479,0.0,35.6034,49.2664,55.9526,65.706,84.503,109.854,122.513,128.0345,0.0,0.2234,0.1315,0.0668,0.048,0.0355,0.0188,0.0038,0.0,0.0
2026-03-01,app_store,Organic,unknown,479,0.0,103.3551,201.0464,264.055,334.0942,529.6855,0.0,0.0,0.0,0.0,0.2401,0.1315,0.0668,0.0376,0.0,0.0,0.0,0.0,0.0
2026-03-16,app_store,Organic,unknown,479,0.0,38.4741,91.2704,106.1934,144.4161,195.2581,0.0,0.0,0.0,0.0,0.2422,0.1545,0.071,0.0647,0.0,0.0,0.0,0.0,0.0
2025-07-01,app_store,Organic,unknown,474,0.0,43.9067,90.9263,143.444,180.5043,203.055,240.003,257.1206,286.3066,321.5989,0.2489,0.1624,0.0506,0.0359,0.0148,0.0169,0.0063,0.0464,0.0
2026-01-06,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,472,32.7539,1.6401,2.8225,3.9319,4.2542,4.4304,4.6591,4.8196,0.0,0.0,0.1822,0.089,0.0169,0.0064,0.0021,0.0021,0.0,0.0,0.0694
2025-07-05,app_store,Organic,unknown,471,0.0,60.4812,122.8492,257.331,372.2178,543.4227,599.7009,762.4958,810.3622,1181.8288,0.2675,0.1762,0.1019,0.0637,0.0403,0.0361,0.0318,0.0594,0.0
2026-03-13,app_store,Organic,unknown,471,0.0,57.4,81.3734,130.4241,166.1533,209.6625,0.0,0.0,0.0,0.0,0.259,0.1507,0.0828,0.051,0.0,0.0,0.0,0.0,0.0
2026-04-06,app_store,Organic,unknown,471,0.0,35.7418,55.3482,71.1166,89.3347,0.0,0.0,0.0,0.0,0.0,0.2038,0.1295,0.0223,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-13,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,470,38.8135,1.6065,2.3299,2.8945,3.4191,3.9224,4.0041,4.0315,0.0,0.0,0.1383,0.0766,0.0213,0.0021,0.0,0.0,0.0,0.0,0.0826
2025-06-16,app_store,Organic,unknown,469,0.0,40.6615,63.9045,84.8987,377.7961,598.6068,934.243,1080.5096,1171.2324,1292.2539,0.226,0.1407,0.0725,0.064,0.0341,0.0213,0.0128,0.049,0.0
2026-01-07,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,469,41.0335,2.1896,3.3931,4.2324,5.2202,6.7651,8.4483,9.8995,0.0,0.0,0.177,0.1066,0.0341,0.0171,0.0064,0.0043,0.0,0.0,0.0875
2026-01-28,app_store,Organic,unknown,468,0.0,48.1312,123.3248,166.8523,190.729,233.2978,494.0268,0.0,0.0,0.0,0.25,0.1581,0.0833,0.0385,0.0235,0.0,0.0,0.0,0.0
2026-04-04,app_store,Organic,unknown,467,0.0,34.453,52.036,94.1338,106.7611,0.0,0.0,0.0,0.0,0.0,0.2034,0.1328,0.0578,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-26,app_store,Organic,unknown,464,0.0,26.3077,45.7006,83.8752,121.0016,161.0774,268.0614,289.835,308.0252,341.4466,0.2198,0.1207,0.0625,0.0388,0.0237,0.0194,0.0151,0.0474,0.0
2025-04-21,app_store,Organic,unknown,463,0.0,26.8675,50.3162,61.9509,82.0052,143.0826,239.371,1082.3513,1117.2942,1227.1361,0.2505,0.1598,0.0648,0.0454,0.0302,0.0238,0.0194,0.054,0.0
2025-03-29,app_store,Organic,unknown,462,0.0,32.2409,50.0636,71.7484,95.8761,145.828,186.3375,204.9811,224.1962,271.9654,0.2468,0.1602,0.0866,0.0368,0.0325,0.0238,0.0173,0.0541,0.0
2026-02-02,app_store,Organic,unknown,462,0.0,41.1706,77.9786,86.9156,122.7411,160.5173,261.1088,0.0,0.0,0.0,0.2338,0.1623,0.0693,0.0563,0.039,0.0,0.0,0.0,0.0
2025-03-25,app_store,Organic,unknown,461,0.0,30.5982,47.6844,69.7917,86.14,112.1021,138.8216,156.3838,165.6346,235.979,0.2972,0.1866,0.0846,0.0412,0.0282,0.0239,0.0195,0.0521,0.0
2025-12-31,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,460,34.2822,1.3411,2.2267,2.6361,2.9106,3.3558,3.6896,3.8453,0.0,0.0,0.1826,0.0891,0.0326,0.0239,0.013,0.0087,0.0,0.0,0.0745
2025-07-17,app_store,Organic,unknown,458,0.0,35.7703,63.0397,116.7742,161.4014,197.2782,266.4894,368.3051,370.6502,399.5586,0.2205,0.1266,0.0502,0.0306,0.0262,0.0175,0.0131,0.0393,0.0
2026-01-01,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,456,42.9037,1.5326,4.5117,4.8439,5.2456,6.055,7.2737,7.7633,0.0,0.0,0.182,0.1053,0.0329,0.0197,0.011,0.011,0.0,0.0,0.0941
2026-02-07,app_store,Organic,unknown,456,0.0,39.8328,66.3144,81.9164,95.807,108.5306,146.1927,0.0,0.0,0.0,0.239,0.1513,0.068,0.0351,0.0132,0.0,0.0,0.0,0.0
2025-03-02,app_store,Organic,unknown,455,0.0,29.2298,72.0935,99.7198,120.8035,137.544,154.7002,171.1445,197.3494,209.1728,0.2396,0.1516,0.0615,0.0242,0.0198,0.0154,0.0132,0.0374,0.0
2026-03-12,app_store,Organic,unknown,453,0.0,16.0007,42.0823,46.4825,51.2916,99.4022,0.0,0.0,0.0,0.0,0.2649,0.1391,0.0795,0.0353,0.0,0.0,0.0,0.0,0.0
2026-03-11,app_store,Organic,unknown,452,0.0,27.7249,67.5254,74.6891,111.1112,386.0321,0.0,0.0,0.0,0.0,0.2279,0.1571,0.0863,0.042,0.0,0.0,0.0,0.0,0.0
2026-03-02,app_store,Organic,unknown,450,0.0,16.3849,26.4717,38.2402,42.2746,59.9934,0.0,0.0,0.0,0.0,0.2444,0.1578,0.06,0.0356,0.0,0.0,0.0,0.0,0.0
2025-07-02,app_store,Organic,unknown,449,0.0,50.605,78.9917,95.4173,207.9866,231.7224,241.1597,244.7417,246.1357,251.9481,0.2405,0.1448,0.0757,0.0312,0.0267,0.0134,0.02,0.0423,0.0
2026-03-19,app_store,Organic,unknown,449,0.0,14.1228,59.6072,77.1508,96.2817,127.5317,0.0,0.0,0.0,0.0,0.2205,0.1514,0.0668,0.0512,0.0,0.0,0.0,0.0,0.0
2025-01-13,app_store,Organic,unknown,447,0.0,101.5306,169.6118,204.6143,246.9653,284.9667,336.1635,352.7754,365.432,371.7197,0.2595,0.1857,0.085,0.0515,0.0291,0.0179,0.0134,0.0425,0.0
2025-07-07,app_store,Organic,unknown,447,0.0,50.8059,103.8171,133.9664,150.0921,204.2366,247.8651,278.0678,349.2779,429.2379,0.264,0.1857,0.0716,0.0358,0.0268,0.0179,0.0134,0.0313,0.0
2026-03-18,app_store,Organic,unknown,445,0.0,27.7768,37.677,58.2142,140.2994,195.3837,0.0,0.0,0.0,0.0,0.2315,0.1528,0.0539,0.036,0.0,0.0,0.0,0.0,0.0
2025-11-09,app_store,Organic,unknown,444,0.0,38.7526,75.8514,103.3921,146.9126,198.7177,234.7292,286.6526,315.3568,0.0,0.214,0.1622,0.0946,0.045,0.0338,0.027,0.0203,0.0,0.0
2026-01-29,app_store,Organic,unknown,444,0.0,48.7589,103.5078,147.8906,162.2225,174.3196,426.6465,0.0,0.0,0.0,0.2365,0.1419,0.0721,0.0473,0.0248,0.0,0.0,0.0,0.0
2026-02-06,app_store,Organic,unknown,438,0.0,41.2736,78.1086,110.2126,127.0772,180.5045,475.4559,0.0,0.0,0.0,0.2032,0.1416,0.0616,0.0342,0.0228,0.0,0.0,0.0,0.0
2026-02-15,app_store,Organic,unknown,438,0.0,25.417,41.078,52.585,73.9865,82.1146,101.1881,0.0,0.0,0.0,0.2215,0.1438,0.0548,0.032,0.0251,0.0,0.0,0.0,0.0
2026-01-04,google_play,Google Ads,[GA] WG - Android - Play3 - Brazil,437,30.4805,1.5375,2.0856,2.2869,2.672,3.8981,5.3769,5.7794,0.0,0.0,0.1167,0.0595,0.0114,0.0069,0.0046,0.0023,0.0,0.0,0.0697
2025-12-26,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,436,23.5045,1.2046,1.8285,2.1385,2.4135,3.1212,4.4124,5.1792,0.0,0.0,0.1651,0.0894,0.0252,0.0138,0.0115,0.0069,0.0,0.0,0.0539
2025-08-16,app_store,Organic,unknown,435,0.0,29.2491,95.4556,117.3245,130.2812,337.931,363.8106,373.42,396.2589,443.8091,0.1977,0.1563,0.0598,0.0345,0.0299,0.0207,0.0161,0.0437,0.0
2026-04-08,app_store,Organic,unknown,434,0.0,21.4613,57.4154,133.9372,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-14,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,432,32.1497,1.8768,2.7867,3.4494,4.1449,4.835,6.0877,6.4501,0.0,0.0,0.1736,0.081,0.0208,0.0093,0.0093,0.0023,0.0,0.0,0.0744
2025-03-30,app_store,Organic,unknown,431,0.0,27.8448,54.5754,89.438,122.4738,145.9424,163.364,171.5647,174.699,196.6637,0.2506,0.1578,0.0789,0.0534,0.0255,0.0093,0.0116,0.0557,0.0
2025-01-08,app_store,Organic,unknown,430,0.0,33.316,86.2308,112.1008,146.5792,183.026,259.7799,297.0237,309.006,374.2739,0.3116,0.1814,0.0814,0.0628,0.0233,0.0233,0.0302,0.0674,0.0
2025-12-25,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,429,35.0307,0.6837,1.0753,1.2487,1.3922,1.6553,1.9362,2.0852,0.0,0.0,0.1352,0.0816,0.0163,0.0117,0.0,0.0,0.0,0.0,0.0817
2026-02-22,app_store,Organic,unknown,429,0.0,57.6272,79.9964,102.3848,162.76,179.7195,0.0,0.0,0.0,0.0,0.2028,0.1072,0.0699,0.0373,0.0,0.0,0.0,0.0,0.0
2026-03-17,app_store,Organic,unknown,428,0.0,25.9518,49.3043,59.8755,78.7485,131.2669,0.0,0.0,0.0,0.0,0.2453,0.1145,0.0561,0.0491,0.0,0.0,0.0,0.0,0.0
2025-03-01,app_store,Organic,unknown,427,0.0,31.4456,91.6064,103.6589,123.8644,145.7127,167.4494,185.5646,197.042,225.0616,0.2459,0.1358,0.082,0.0492,0.0258,0.0211,0.0187,0.0375,0.0
2025-01-06,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,425,167.3947,29.8634,44.7484,55.0512,70.4743,107.3324,141.3678,208.0901,220.7266,336.9164,0.3224,0.1976,0.12,0.0682,0.0565,0.0588,0.0447,0.0659,0.3939
2025-02-23,app_store,Organic,unknown,425,0.0,38.8992,82.5344,97.4275,116.5816,155.2203,182.8996,217.7132,223.9704,250.1793,0.2471,0.1859,0.0729,0.0518,0.0306,0.0165,0.0094,0.0376,0.0
2026-04-07,app_store,Organic,unknown,425,0.0,23.3919,39.7376,59.2452,0.0,0.0,0.0,0.0,0.0,0.0,0.2424,0.1388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-23,app_store,Organic,unknown,424,0.0,78.4779,109.0529,116.4565,141.2239,231.0682,259.572,302.1443,315.4523,0.0,0.2311,0.1533,0.0566,0.0259,0.0212,0.0142,0.0142,0.0,0.0
2025-01-18,app_store,Organic,unknown,421,0.0,33.4324,62.9265,81.8284,122.1751,176.1999,235.1453,266.085,292.154,416.4521,0.2969,0.1663,0.0903,0.0475,0.0309,0.019,0.0143,0.0618,0.0
2025-02-22,app_store,Organic,unknown,420,0.0,39.8451,65.9376,76.1618,91.6306,110.1966,129.3094,139.0215,162.8751,251.7014,0.2286,0.1667,0.0619,0.0476,0.0214,0.019,0.0214,0.0571,0.0
2025-04-27,app_store,Organic,unknown,420,0.0,44.9892,112.4858,139.8657,206.0644,581.6622,707.1409,772.1124,795.7118,878.2752,0.2452,0.1833,0.0881,0.0619,0.0476,0.019,0.0167,0.0405,0.0
2025-03-31,app_store,Organic,unknown,419,0.0,33.1403,58.6654,84.0828,94.6544,112.0834,206.1811,224.9396,232.0483,241.0594,0.2506,0.1527,0.0549,0.0382,0.0263,0.0072,0.0167,0.043,0.0
2026-01-18,google_play,Google Ads,[GA] WG - Android - Play5 - LATAM,419,46.795,1.9298,2.7543,3.4144,4.1895,5.1932,6.0507,6.665,0.0,0.0,0.1504,0.0811,0.0334,0.0215,0.0167,0.0048,0.0,0.0,0.1117
2026-01-17,google_play,Google Ads,[GA] WG - Android - Play5 - LATAM,418,51.7444,1.8583,2.3566,3.2057,6.3643,8.796,9.102,9.318,0.0,0.0,0.134,0.0646,0.0072,0.012,0.0096,0.0072,0.0,0.0,0.1238
2025-04-25,app_store,Organic,unknown,417,0.0,27.7491,91.4177,117.0503,128.8189,143.9992,158.4622,175.532,181.2627,189.6628,0.2446,0.1415,0.0624,0.0384,0.0192,0.012,0.0072,0.0384,0.0
2025-12-14,app_store,Organic,unknown,417,0.0,22.8289,32.93,38.6911,63.4224,103.0775,125.507,138.0741,186.8636,0.0,0.2182,0.1247,0.0743,0.0432,0.0192,0.012,0.0144,0.0,0.0
2025-03-23,app_store,Organic,unknown,416,0.0,37.089,97.127,119.2826,138.7018,158.1431,235.3373,248.0956,270.9041,393.6809,0.2524,0.1587,0.0962,0.0577,0.0385,0.0288,0.0216,0.0673,0.0
2026-02-16,app_store,Organic,unknown,416,0.0,37.6763,80.4748,112.407,138.5429,162.6796,183.1699,0.0,0.0,0.0,0.274,0.1346,0.0649,0.0409,0.0264,0.0,0.0,0.0,0.0
2025-01-10,app_store,Organic,unknown,415,0.0,37.2673,56.4232,68.9092,76.776,97.8928,124.1896,140.5245,157.3939,179.664,0.2482,0.1614,0.0506,0.0337,0.0289,0.0169,0.0217,0.0578,0.0
2025-01-02,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,413,148.931,26.3065,59.77,69.837,84.8556,100.0466,112.2978,128.7247,133.8886,143.6277,0.2809,0.184,0.0605,0.0436,0.0242,0.0145,0.0073,0.0242,0.3606
2025-04-17,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM,413,42.7722,2.0269,3.0694,6.1225,8.3556,9.705,15.5504,15.8447,15.9045,16.0072,0.1695,0.0751,0.0315,0.0145,0.0073,0.0,0.0,0.0145,0.1036
2026-04-12,app_store,Organic,unknown,413,0.0,32.8746,41.8528,48.4016,0.0,0.0,0.0,0.0,0.0,0.0,0.2034,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28,app_store,Organic,unknown,412,0.0,118.7513,137.8414,151.1723,169.0426,203.0907,272.1958,311.4141,346.6418,406.0156,0.2282,0.1359,0.0655,0.0364,0.0267,0.0218,0.0097,0.0558,0.0
2026-02-09,app_store,Organic,unknown,412,0.0,22.6125,45.9044,74.7854,98.4164,114.2114,156.0502,0.0,0.0,0.0,0.2476,0.1675,0.0752,0.0534,0.0316,0.0,0.0,0.0,0.0
2026-02-11,app_store,Organic,unknown,409,0.0,23.9343,75.0461,109.819,145.337,183.5165,294.2567,0.0,0.0,0.0,0.2421,0.1491,0.0929,0.0489,0.0367,0.0,0.0,0.0,0.0
2025-05-04,app_store,Organic,unknown,408,0.0,28.0053,41.239,49.5527,67.2684,94.0459,106.2898,115.3954,123.1483,144.906,0.2132,0.125,0.0784,0.0441,0.0294,0.0196,0.0245,0.0588,0.0
2025-07-22,app_store,Organic,unknown,408,0.0,77.1337,132.8367,225.3853,262.4362,552.8719,595.8464,619.7926,646.2868,705.794,0.2255,0.1324,0.0809,0.0466,0.0245,0.0196,0.0074,0.0539,0.0
2026-02-03,app_store,Organic,unknown,408,0.0,25.5338,68.6858,138.859,210.218,305.0184,321.0418,0.0,0.0,0.0,0.2279,0.1544,0.0882,0.0515,0.0245,0.0,0.0,0.0,0.0
2025-07-03,app_store,Organic,unknown,407,0.0,26.682,66.0936,87.2836,98.6108,155.3731,173.479,194.3414,220.1193,259.5513,0.226,0.1818,0.0688,0.0221,0.0197,0.0147,0.0147,0.059,0.0
2025-02-02,app_store,Organic,unknown,406,0.0,31.8421,60.8611,168.3945,209.7551,259.5806,393.6446,421.6756,441.0076,469.2292,0.2512,0.1798,0.0887,0.0468,0.032,0.0246,0.0148,0.0369,0.0
2025-03-26,app_store,Organic,unknown,406,0.0,15.5261,28.4464,42.2224,49.6452,60.001,63.4522,97.086,107.797,113.8014,0.2611,0.1404,0.0616,0.0345,0.0271,0.0074,0.0099,0.0542,0.0
2025-01-09,app_store,Organic,unknown,405,0.0,21.2834,39.6506,51.5233,71.3352,155.0608,202.0075,257.2408,292.8668,350.2368,0.3012,0.1877,0.0864,0.0765,0.042,0.0444,0.0272,0.0642,0.0
2025-12-13,app_store,Organic,unknown,405,0.0,32.755,66.0986,87.5566,141.9886,218.7844,248.5371,299.8003,370.2318,0.0,0.2222,0.1383,0.0741,0.0444,0.0247,0.0123,0.0148,0.0,0.0
2026-04-03,app_store,Organic,unknown,405,0.0,78.1042,96.7443,124.82,131.9823,0.0,0.0,0.0,0.0,0.0,0.2617,0.1432,0.079,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,app_store,Organic,unknown,404,0.0,28.4515,52.8488,70.8311,86.8442,134.1771,149.7942,154.9623,159.2037,166.7695,0.2203,0.1757,0.0718,0.0297,0.0198,0.0124,0.0099,0.0347,0.0
2025-04-06,app_store,Organic,unknown,404,0.0,33.0808,78.6052,106.4971,117.944,148.0589,188.0937,233.3538,255.9568,279.9049,0.2302,0.1337,0.0545,0.0371,0.0248,0.0198,0.0173,0.052,0.0
2025-04-18,app_store,Organic,unknown,404,0.0,31.9142,54.9139,73.0039,89.8756,101.4409,112.2894,120.3371,121.6923,130.7429,0.2327,0.1337,0.0594,0.0371,0.0173,0.0198,0.005,0.0322,0.0
2025-12-22,app_store,Organic,unknown,404,0.0,79.9286,154.2537,180.1398,240.894,327.6434,535.8029,585.7006,0.0,0.0,0.2599,0.1584,0.0619,0.0371,0.0322,0.0223,0.0,0.0,0.0
2025-03-16,app_store,Organic,unknown,402,0.0,24.6586,61.2458,75.7358,114.5354,150.3299,190.6004,245.211,261.3758,411.2414,0.2637,0.1915,0.0896,0.0572,0.0498,0.0274,0.0249,0.0846,0.0
2026-01-03,google_play,Google Ads,[GA] WG - Android - Play3 - Brazil,402,32.8129,1.4272,2.0066,2.4907,2.929,3.1879,3.2655,3.2763,0.0,0.0,0.1194,0.0348,0.0199,0.01,0.0025,0.0025,0.0,0.0,0.0816
2025-11-22,app_store,Organic,unknown,401,0.0,23.4022,37.3146,45.112,76.6656,104.4422,132.8814,155.5298,176.288,0.0,0.2469,0.1272,0.0499,0.0324,0.0249,0.0249,0.02,0.0,0.0
2026-02-17,app_store,Organic,unknown,401,0.0,54.4095,66.9591,87.4146,103.9213,111.1556,322.9481,0.0,0.0,0.0,0.2269,0.1571,0.0599,0.0224,0.02,0.0,0.0,0.0,0.0
2026-04-02,app_store,Organic,unknown,401,0.0,44.3541,59.418,72.7496,80.284,0.0,0.0,0.0,0.0,0.0,0.207,0.1247,0.0648,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-13,app_store,Organic,unknown,400,0.0,24.2703,66.183,77.3292,115.2263,158.7418,256.8403,272.1979,287.9222,318.4009,0.2325,0.165,0.075,0.045,0.035,0.0225,0.0225,0.0675,0.0
2025-06-17,app_store,Organic,unknown,400,0.0,42.9714,120.0542,153.9645,176.4398,210.4444,289.126,306.879,317.0292,370.726,0.245,0.165,0.0725,0.05,0.02,0.0075,0.01,0.04,0.0
2025-12-07,app_store,Organic,unknown,400,0.0,21.839,39.3546,57.3716,76.4746,104.2813,131.2888,141.8749,148.6084,0.0,0.225,0.135,0.0575,0.05,0.015,0.01,0.01,0.0,0.0
2025-04-01,app_store,Organic,unknown,398,0.0,18.0474,41.9246,50.4877,64.3769,93.0462,121.1621,154.0846,177.1634,192.6519,0.2714,0.1834,0.0804,0.0653,0.0427,0.0126,0.0226,0.0603,0.0
2025-07-16,app_store,Organic,unknown,397,0.0,36.2089,116.9297,141.9806,150.5974,172.9034,207.0048,216.1881,234.0484,254.1413,0.2116,0.1461,0.0529,0.0428,0.0151,0.0202,0.0126,0.0353,0.0
2026-03-20,app_store,Organic,unknown,397,0.0,32.495,55.2444,91.8096,108.2916,153.9047,0.0,0.0,0.0,0.0,0.2267,0.1637,0.063,0.0403,0.0,0.0,0.0,0.0,0.0
2025-12-08,app_store,Organic,unknown,395,0.0,34.7571,75.6776,87.4968,110.9136,150.214,282.3788,322.258,334.806,0.0,0.281,0.1823,0.0911,0.043,0.0329,0.0152,0.0152,0.0,0.0
2025-12-29,google_play,Google Ads,[GA] WG - Android - Play3 - LATAM,395,33.6555,0.8088,1.1695,1.3793,1.7629,2.7167,2.9539,3.0143,0.0,0.0,0.1342,0.0886,0.0278,0.0177,0.0051,0.0051,0.0,0.0,0.0852
2026-04-10,app_store,Organic,unknown,395,0.0,38.4328,417.9577,447.3724,0.0,0.0,0.0,0.0,0.0,0.0,0.2051,0.1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30,app_store,Organic,unknown,393,0.0,23.6718,83.1076,96.2094,112.3382,0.0,0.0,0.0,0.0,0.0,0.2366,0.1654,0.0662,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-14,app_store,Organic,unknown,392,0.0,41.512,76.2902,112.5028,453.1774,568.4805,722.1003,838.8276,946.6454,1284.1676,0.3087,0.227,0.1709,0.1148,0.1046,0.0969,0.0969,0.1709,0.0
2025-07-08,app_store,Organic,unknown,392,0.0,46.4268,86.6778,105.0543,220.3921,278.4832,382.972,692.1228,757.5226,847.4562,0.1837,0.1199,0.0434,0.0408,0.0153,0.0128,0.0102,0.051,0.0
2025-07-13,app_store,Organic,unknown,391,0.0,31.797,56.3121,65.3849,89.0491,166.2727,178.6792,327.338,329.2976,359.6133,0.2148,0.1381,0.0793,0.0486,0.023,0.0205,0.0128,0.0639,0.0
2025-11-02,app_store,Organic,unknown,391,0.0,27.1745,48.4078,61.1577,68.089,164.3622,171.2298,207.7143,219.8191,0.0,0.2072,0.1355,0.0563,0.0358,0.023,0.0256,0.0128,0.0,0.0
2025-02-16,app_store,Organic,unknown,390,0.0,29.21,44.4455,53.3527,61.0261,72.079,79.4155,84.8448,87.1585,91.592,0.2513,0.1077,0.0462,0.0359,0.0282,0.0154,0.0103,0.0385,0.0
2026-03-26,app_store,Organic,unknown,390,0.0,26.4489,33.7004,59.3918,65.7466,0.0,0.0,0.0,0.0,0.0,0.2154,0.159,0.0564,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09,app_store,Organic,unknown,390,0.0,162.5323,260.1634,363.3129,0.0,0.0,0.0,0.0,0.0,0.0,0.2333,0.1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-03,app_store,Organic,unknown,389,0.0,26.8529,54.5351,86.6314,96.6801,126.6706,140.3049,145.8864,154.9562,163.4168,0.2262,0.1388,0.072,0.036,0.0308,0.0103,0.0051,0.0308,0.0
2025-11-08,app_store,Organic,unknown,389,0.0,27.3562,34.0892,41.0525,62.1135,93.3672,114.6712,130.8723,139.4804,0.0,0.2519,0.1491,0.0823,0.0514,0.0283,0.0257,0.018,0.0,0.0
